country_code,region_name,iata,icao,airport
MX,Baja California Sur,PCV,,Punta Chivato Airstrip
MX,Baja California Sur,SGM,,San Ignacio Airfield
MX,Baja California Sur,SJD,MMSD,Los Cabos International Airport
MX,Baja California Sur,SRL,,Palo Verde Airport
MX,Baja California Sur,VIB,,Villa Constitucion Airport
MX,Baja California,BHL,,Bahia de los Angeles Airport
MX,Baja California,ESE,MMES,Ensenada Airport
MX,Baja California,MXL,MMML,General Rodolfo Sanchez Taboada International Airport
MX,Baja California,SFH,MMSF,San Felipe International Airport
MX,Baja California,SNQ,,San Quintin Military Airstrip
MX,Baja California,TIJ,MMTJ,Tijuana International Airport
MX,Campeche,CME,MMCE,Ciudad del Carmen International Airport
MX,Campeche,CPE,MMCP,Ing. Alberto Acuna Ongay International Airport
MX,Chiapas,CJT,MMCO,Copalar Airport
MX,Chiapas,PQM,MMPQ,Palenque International Airport
MX,Chiapas,TAP,MMTP,Tapachula International Airport
MX,Chiapas,TGZ,MMTG,Angel Albino Corzo International Airport
MX,Chihuahua,CJS,MMCS,Abraham Gonzalez International Airport
MX,Chihuahua,CUU,MMCU,General Roberto Fierro Villalobos International Airport
MX,Chihuahua,NCG,MMCG,Nuevo Casas Grandes Municipal Airport
MX,Coahuila de Zaragoza,ACN,MMCC,Ciudad Acuna International Airport
MX,Coahuila de Zaragoza,LOV,MMMV,Venustiano Carranza International Airport
MX,Coahuila de Zaragoza,PDS,MMPG,Piedras Negras International Airport
MX,Coahuila de Zaragoza,SLW,MMIO,Plan de Guadalupe International Airport
MX,Coahuila de Zaragoza,TRC,MMTC,Francisco Sarabia International Airport
MX,Colima,CLQ,MMIA,Licenciado Miguel de la Madrid Airport
MX,Colima,ZLO,MMZO,Playa de Oro International Airport
MX,Durango,DGO,MMDO,General Guadalupe Victoria International Airport
MX,Guanajuato,BJX,MMLO,Del Bajio International Airport (Guanajuato Int'l Airport)
MX,Guanajuato,CYW,MMCY,Captain Rogelio Castillo National Airport
MX,Guerrero,ACA,MMAA,General Juan N. Alvarez International Airport
MX,Guerrero,ZIH,MMZH,Ixtapa-Zihuatanejo International Airport
MX,Jalisco,GDL,MMGL,Guadalajara International Airport (Miguel Hidalgo y Costilla Int'l)
MX,Jalisco,LOM,,Francisco Primo de Verdad National Airport
MX,Jalisco,PVR,MMPR,Licenciado Gustavo Diaz Ordaz International Airport
MX,Mexico,AZP,MMJC,Jorge Jimenez Cantu National Airport
MX,Mexico,MEX,MMMX,Mexico City International Airport
MX,Mexico,NLU,MMSM,Felipe Ángeles International Airport
MX,Mexico,TLC,MMTO,Licenciado Adolfo Lopez Mateos International Airport
MX,Michoacan de Ocampo,AZG,,Pablo L. Sidar Airport
MX,Michoacan de Ocampo,LZC,MMLC,Lazaro Cardenas Airport
MX,Michoacan de Ocampo,MLM,MMMM,General Francisco J. Mujica International Airport
MX,Michoacan de Ocampo,UPN,MMPN,Ignacio Lopez Rayon International Airport
MX,Michoacan de Ocampo,ZMM,MMZM,Zamora National Airport
MX,Morelos,CVJ,MMCB,General Mariano Matamoros Airport
MX,Nayarit,TPQ,MMEP,Amado Nervo International Airport
MX,Nuevo Leon,MTY,MMMY,General Mariano Escobedo International Airport
MX,Nuevo Leon,NTR,MMAN,Del Norte International Airport
MX,Oaxaca,HUX,MMBT,Bahias de Huatulco International Airport
MX,Oaxaca,IZT,MMIT,Ixtepec Airport
MX,Oaxaca,OAX,MMOX,Xoxocotlan International Air
MX,Oaxaca,PXM,MMPS,Puerto Escondido International Airport
MX,Oaxaca,SCX,MMSZ,Salina Cruz Airport
MX,Puebla,PBC,MMPB,Hermanos Serdan International Airport
MX,Puebla,TCN,MMHC,Tehuacan Airport
MX,Queretaro,QRO,MMQT,Queretaro Intercontinental Airport
MX,Quintana Roo,CTM,MMCM,Chetumal International Airport
MX,Quintana Roo,CUN,MMUN,Cancun International Airport
MX,Quintana Roo,CZM,MMCZ,Cozumel International Airport
MX,Quintana Roo,ISJ,MMIM,Isla Mujeres Airport
MX,Quintana Roo,PCM,,Playa del Carmen Airport
MX,Quintana Roo,TQO,MMTL,Tulum Felipe Carrillo Puerto Airport
MX,Quintana Roo,TUY,MMTU,Tulum Airbase
MX,San Luis Potosi,SLP,MMSP,Ponciano Arriaga International Airport
MX,San Luis Potosi,TSL,MMTN,Tamuin National Airport
MX,Sinaloa,CUL,MMCL,Bachigualato Federal International Airport
MX,Sinaloa,LMM,MMLM,Valle del Fuerte Federal International Airport
MX,Sinaloa,MZT,MMMZ,General Rafael Buelna International Airport
MX,Sonora,CEN,MMCN,Ciudad Obregon International Airport
MX,Sonora,CNA,MMCA,Cananea National Airport
MX,Sonora,GYM,MMGM,General Jose Maria Yanez International Airport
MX,Sonora,HMO,MMHO,General Ignacio Pesqueira Garcia International Airport
MX,Sonora,NOG,MMNG,Nogales International Airport
MX,Sonora,PPE,MMPE,Puerto Penasco International Airport
MX,Sonora,UAC,,San Luis Rio Colorado Airport
MX,Sonora,XAL,,Alamos Airport
MX,Tabasco,VSA,MMVA,Carlos Rovirosa Perez International Airport
MX,Tamaulipas,CVM,MMCV,General Pedro J. Mendez International Airport
MX,Tamaulipas,MAM,MMMA,General Servando Canales International Airport
MX,Tamaulipas,MMC,MMDM,Ciudad Mante National Airport
MX,Tamaulipas,NLD,MMNL,Quetzalcoatl International Airport
MX,Tamaulipas,REX,MMRX,General Lucio Blanco International Airport
MX,Tamaulipas,TAM,MMTM,General Francisco Javier Mina International Airport
MX,Veracruz de Ignacio de la Llave,JAL,MMJA,El Lencero Airport
MX,Veracruz de Ignacio de la Llave,MTT,MMMT,Minatitlan/Coatzacoalcos International Airport
MX,Veracruz de Ignacio de la Llave,PAZ,MMPA,El Tajin National Airport
MX,Veracruz de Ignacio de la Llave,VER,MMVR,General Heriberto Jara International Airport
MX,Yucatan,CZA,MMCT,Chichen Itza International Airport
MX,Yucatan,MID,MMMD,Manuel Crescencio Rejon International Airport
MX,Yucatan,TZM,,Cupul National Airport
MX,Zacatecas,ZCL,MMZC,General Leobardo C. Ruiz International Airport
MY,Johor,JHB,WMKJ,Senai International Airport
MY,Johor,MEP,WMAU,Mersing Airport
MY,Johor,ZJT,,Tanjung Pelepas Port Airport
MY,Johor,ZLW,,Pasir Gudang Port Airport
MY,Kedah,AOR,WMKA,Sultan Abdul Halim Airport
MY,Kedah,LGK,WMKL,Langkawi International Airport
MY,Kelantan,KBR,WMKC,Sultan Ismail Petra Airport
MY,Melaka,MKZ,WMKM,Malacca International Airport
MY,Pahang,KUA,WMKD,Sultan Haji Ahmad Shah Airport (RMAF Kuantan)
MY,Pahang,SXT,WMAN,Sungai Tiang Airport
MY,Pahang,TOD,WMBT,Tioman Airport
MY,Perak,IPH,WMKI,Sultan Azlan Shah Airport
MY,Perak,PKG,WMPA,Pangkor Airport
MY,Perak,SWY,WMBA,Sitiawan Airport
MY,Perak,TPG,WMBI,Taiping Airport
MY,Pulau Pinang,BWH,WMKB,RMAF Butterworth
MY,Pulau Pinang,PEN,WMKP,Penang International Airport
MY,Sabah,BKI,WBKK,Kota Kinabalu International Airport
MY,Sabah,GSA,WBKN,Long Pasia Airport
MY,Sabah,KGU,WBKG,Keningau Airport
MY,Sabah,KUD,WBKT,Kudat Airport
MY,Sabah,LAC,,Layang-Layang Airport (Swallow Reef Airport)
MY,Sabah,LBU,WBKL,Labuan Airport
MY,Sabah,LDU,WBKD,Lahad Datu Airport
MY,Sabah,PAY,WBKP,Pamol Airport
MY,Sabah,RNU,WBKR,Ranau Airport
MY,Sabah,SDK,WBKS,Sandakan Airport
MY,Sabah,SMM,WBKA,Semporna Airport
MY,Sabah,SPE,WBKO,Sepulot Airport
MY,Sabah,SPT,,Sipitang Airstrip
MY,Sabah,SXS,WBKH,Sahabat Airport
MY,Sabah,TEL,WBKE,Telupid Airport
MY,Sabah,TMG,WBKM,Tommanggong Airport
MY,Sabah,TWU,WBKW,Tawau Airport
MY,Sarawak,BBN,WBGZ,Bario Airport
MY,Sarawak,BKM,WBGQ,Bakelalan Airport
MY,Sarawak,BLG,WBGC,Belaga Airport
MY,Sarawak,BSE,WBGN,Sematan Airport
MY,Sarawak,BTU,WBGB,Bintulu Airport
MY,Sarawak,KCH,WBGG,Kuching International Airport
MY,Sarawak,KPI,WBGP,Kapit Airport
MY,Sarawak,LBP,,Long Banga Airport
MY,Sarawak,LGL,WBGF,Long Lellang Airport
MY,Sarawak,LKH,WBGL,Long Akah Airport
MY,Sarawak,LMN,WBGJ,Limbang Airport
MY,Sarawak,LSM,WBGD,Long Semado Airport
MY,Sarawak,LSU,WBGU,Long Sukang Airport
MY,Sarawak,LWY,WBGW,Lawas Airport
MY,Sarawak,MKM,WBGK,Mukah Airport
MY,Sarawak,MUR,WBGM,Marudi Airport
MY,Sarawak,MYY,WBGR,Miri Airport
MY,Sarawak,MZV,WBMU,Mulu Airport
MY,Sarawak,ODN,WBGI,Long Seridan Airport
MY,Sarawak,SBW,WBGS,Sibu Airport
MY,Sarawak,SGG,WBGY,Simanggang Airport
MY,Sarawak,TGC,WBTM,Tanjung Manis Airport
MY,Selangor,KUL,WMKK,Kuala Lumpur International Airport
MY,Selangor,SZB,WMSA,Sultan Abdul Aziz Shah Airport
MY,Terengganu,KTE,WMKE,Kerteh Airport
MY,Terengganu,RDN,WMPR,Redang Airport
MY,Terengganu,TGG,WMKN,Sultan Mahmud Airport
MZ,Cabo Delgado,IBO,FQIB,Ibo Island Airport
MZ,Cabo Delgado,LFB,FQLU,Lumbo Airport
MZ,Cabo Delgado,LMZ,,Palma Airport
MZ,Cabo Delgado,MTU,,Montepuez Airport
MZ,Cabo Delgado,MUD,FQMD,Mueda Airport
MZ,Cabo Delgado,MZB,FQMP,Mocimboa da Praia Air
MZ,Cabo Delgado,NND,,Nangade Airport
MZ,Cabo Delgado,POL,FQPB,Pemba Airport
MZ,Gaza,TGS,,Chokwe Airport
MZ,Gaza,VJB,FQXA,Xai-Xai Airport
MZ,Inhambane,BCW,,Benguerra Island Airport
MZ,Inhambane,BZB,,Bazaruto Island Airport
MZ,Inhambane,DGK,,Dugong Beach Lodge Airstrip
MZ,Inhambane,IBL,,Indigo Bay Lodge Airport
MZ,Inhambane,INH,FQIN,Inhambane Airport
MZ,Inhambane,MFW,,Magaruque Airport
MZ,Inhambane,VNX,FQVL,Vilankulo Airport
MZ,Manica,VPY,FQCH,Chimoio Airport
MZ,Maputo,IHC,FQIA,Inhaca Airport
MZ,Maputo,MPM,FQMA,Maputo International Airport
MZ,Maputo,PDD,FQPO,Ponta do Ouro Airport
MZ,Nampula,AME,,Alto Molocue Airport
MZ,Nampula,ANO,FQAG,Angoche Airport
MZ,Nampula,APL,FQNP,Nampula Airport
MZ,Nampula,MMW,,Moma Airport
MZ,Nampula,MNC,FQNC,Nacala Airport
MZ,Niassa,FXO,FQCB,Cuamba Airport
MZ,Niassa,VXC,FQLC,Lichinga Airport
MZ,Sofala,BEW,FQBR,Beira Airport
MZ,Sofala,CMZ,,Caia Airport
MZ,Sofala,IMG,,Inhaminga Airport
MZ,Sofala,NTC,,Santa Carolina Airport
MZ,Sofala,RRM,,Marromeu Airport
MZ,Tete,TET,FQTT,Chingozi Airport
MZ,Zambezia,BJN,,Bajone Airport
MZ,Zambezia,INE,,Chinde Airport
MZ,Zambezia,LBM,,Luabo Airport
MZ,Zambezia,MJS,,Maganja da Costa Airport
MZ,Zambezia,PEB,,Pebane Airport
MZ,Zambezia,UEL,FQQL,Quelimane Airport
MZ,Zambezia,VJQ,,Gurue Airport
NA,Erongo,ADI,FYAR,Arandis Airport
NA,Erongo,MJO,FYME,Mount Etjo Airport
NA,Erongo,SWP,FYSM,Swakopmund Airport
NA,Erongo,WVB,FYWB,Walvis Bay Airport
NA,Hardap,SZM,FYSS,Sesriem Airport
NA,Karas,AIW,FYAA,Ai-Ais Airport
NA,Karas,KAS,FYKB,Karasburg Airport
NA,Karas,KMP,FYKT,Keetmanshoop Airport
NA,Karas,LUD,FYLZ,Luderitz Airport
NA,Karas,OMD,FYOG,Oranjemund Airport
NA,Karas,RHN,FYSA,Skorpion Mine Airport
NA,Kavango East,BQI,,Bagani Airport
NA,Kavango East,NDU,FYRU,Rundu Airport
NA,Khomas,ERS,FYWE,Eros Airport
NA,Khomas,MQG,FYMG,Midgard Airport
NA,Khomas,OGV,FYNG,Ongava Airstrip
NA,Khomas,WDH,FYWH,Hosea Kutako International Airport
NA,Kunene,OPW,FYOP,Opuwa Airport
NA,Kunene,TCY,FYTE,Terrace Bay Airport
NA,Omaheke,GOG,FYGB,Gobabis Airport
NA,Oshana,OHI,FYOS,Oshakati Airport
NA,Oshana,OND,FYOA,Ondangwa Airport
NA,Oshikoto,HAL,FYHI,Halali Airport
NA,Oshikoto,NNI,FYNA,Namutoni Airport
NA,Oshikoto,OKF,FYOO,Okaukuejo Airport
NA,Oshikoto,OKU,FYMO,Mokuti Lodge Airport
NA,Oshikoto,TSB,FYTM,Tsumeb Airport
NA,Otjozondjupa,GFY,FYGF,Grootfontein Air Base
NA,Otjozondjupa,OTJ,FYOW,Otjiwarongo Airport
NA,Zambezi,LHU,FYLS,Lianshulu Airport
NA,Zambezi,MPA,FYKM,Katima Mulilo Airport (Mpacha Airport)
NA,Zambezi,OMG,FYOE,Omega Airport
NC,Province Nord,BMY,NWWC,Ile Art - Waala Airport
NC,Province Nord,KNQ,NWWD,Kone Airport
NC,Province Nord,KOC,NWWK,Koumac Airport
NC,Province Nord,PDC,NWWQ,Mueo/Nickel Airport
NC,Province Nord,PUV,NWWP,Malabou Airport
NC,Province Nord,TOU,NWWU,Touho Airport
NC,Province Sud,GEA,NWWM,Noumea Magenta Airport
NC,Province Sud,ILP,NWWE,Ile des Pins Airport
NC,Province Sud,NOU,NWWW,La Tontouta International Airport
NC,Province Sud,TGJ,NWWA,Tiga Airport
NC,Province des iles Loyaute,LIF,NWWL,Ouanaham Airport
NC,Province des iles Loyaute,MEE,NWWR,Mare Airport
NC,Province des iles Loyaute,UVE,NWWV,Ouvea Airport (Ouloup Airp
NE,Agadez,AJY,DRZA,Mano Dayak International Airport
NE,Agadez,RLT,DRZL,Arlit Airport
NE,Maradi,MFQ,DRRM,Maradi Airport
NE,Niamey,NIM,DRRN,Diori Hamani International Airport
NE,Tahoua,THZ,DRRT,Tahoua Airport
NE,Zinder,ZND,DRZR,Zinder Airport
NF,Norfolk Island,NLK,YSNF,Norfolk Island Airport
NG,Abuja Federal Capital Territory,ABV,DNAA,Nnamdi Azikiwe International Airport
NG,Abuja Federal Capital Territory,JOS,DNJO,Yakubu Gowon Airport
NG,Adamawa,YOL,DNYO,Yola Airport
NG,Akwa Ibom,QUO,DNAI,Akwa Ibom International Airport
NG,Bauchi,BCU,,Bauchi State Airport
NG,Benue,MDI,DNMK,Makurdi Airport
NG,Borno,MIU,DNMA,Maiduguri International Airport
NG,Cross River,CBQ,DNCA,Margaret Ekpo International Airport
NG,Delta,ABB,DNAS,Asaba International Airport
NG,Delta,QRW,DNSU,Warri Airport (Osubi Airport)
NG,Edo,BNI,DNBE,Benin Airport
NG,Enugu,ENU,DNEN,Akanu Ibiam International Airport
NG,Gombe,GMO,DNGO,Gombe Lawanti International Airport
NG,Imo,QOW,DNIM,Sam Mbakwe Airport
NG,Kaduna,KAD,DNKA,Kaduna Airport
NG,Kaduna,ZAR,DNZA,Zaria Airport
NG,Kano,KAN,DNKN,Mallam Aminu Kano International Airport
NG,Katsina,DKA,,Katsina Airport
NG,Kwara,ILR,DNIL,Ilorin International Airport
NG,Lagos,LOS,DNMM,Murtala Muhammed International Airport
NG,Niger,MXJ,DNMN,Minna Airport
NG,Ondo,AKR,DNAK,Akure Airport
NG,Oyo,IBA,DNIB,Ibadan Airport
NG,Rivers,PHC,DNPO,Port Harcourt International Airport
NG,Rivers,PHG,,Port Harcourt City Airport
NG,Sokoto,SKO,DNSO,Sadiq Abubakar III International Airport
NI,Costa Caribe Norte,BZA,MNBZ,San Pedro Airport
NI,Costa Caribe Norte,PUZ,MNPC,Puerto Cabezas Airport
NI,Costa Caribe Norte,RFS,MNRT,Rosita Airport
NI,Costa Caribe Norte,SIU,MNSI,Siuna Airport
NI,Costa Caribe Norte,WSP,MNWP,Waspam Airport
NI,Costa Caribe Sur,BEF,MNBL,Bluefields Airport
NI,Costa Caribe Sur,NVG,MNNG,Nueva Guinea Airport
NI,Costa Caribe Sur,RNI,MNCI,Corn Island Airport
NI,Managua,MGA,MNMG,Augusto C. Sandino International Airport
NI,Rio San Juan,NCR,MNSC,San Carlos Airport
NI,Rivas,ECI,MNCE,Costa Esmeralda Airport
NL,Drenthe,GRQ,EHGG,Groningen Airport Eelde
NL,Flevoland,LEY,EHLE,Lelystad Airport
NL,Fryslan,LWR,EHLW,Leeuwarden Air Base
NL,Limburg,MST,EHBK,Maastricht Aachen Airport
NL,Noord-Brabant,EIN,EHEH,Eindhoven Airport
NL,Noord-Brabant,GLZ,EHGR,Gilze-Rijen Air Base
NL,Noord-Brabant,UDE,EHVK,Volkel Air Base
NL,Noord-Brabant,WOE,EHWO,Woensdrecht Air Base
NL,Noord-Holland,AMS,EHAM,Amsterdam Airport Schiphol
NL,Noord-Holland,DHR,EHKD,De Kooy Airfield
NL,Noord-Brabant,,EHSE,Breda International Airport
NL,Gelderland,,EHTE,Teuge International Airport
NL,Overijssel,ENS,EHTW,Enschede Airport Twente
NL,Utrecht,UTC,EHSB,Soesterberg Air Base
NL,Zuid-Holland,RTM,EHRD,Rotterdam The Hague Airport
NO,Akershus,OSL,ENGM,Oslo Airport
NO,Buskerud,GLL,ENKL,Gol Airport
NO,Finnmark,ALF,ENAT,Alta Airport
NO,Finnmark,BJF,ENBS,Batsfjord Airport
NO,Finnmark,BVG,ENBV,Berlevag Airport
NO,Finnmark,HAA,ENHK,Hasvik Airport
NO,Finnmark,HFT,ENHF,Hammerfest Airport
NO,Finnmark,HVG,ENHV,Honningsvag Airport
NO,Finnmark,KKN,ENKR,Kirkenes Airport
NO,Finnmark,LKL,ENNA,Lakselv Airport
NO,Finnmark,MEH,ENMH,Mehamn Airport
NO,Finnmark,VAW,ENSS,Varddo Air
NO,Finnmark,VDS,ENVD,Vadso Airport
NO,Hedmark,HMR,ENHA,Hamar Airport
NO,Hordaland,BGO,ENBR,Bergen Airport
NO,Hordaland,SRP,ENSO,Stord Airport
NO,More og Romsdal,AES,ENAL,Alesund Airport
NO,More og Romsdal,HOV,ENOV,Orsta-Volda Airport
NO,More og Romsdal,KSU,ENKB,Kristiansund Airport
NO,More og Romsdal,MOL,ENML,Molde Airport
NO,Nord-Trondelag,TRD,ENVA,Trondheim Airport
NO,Nordland,ANX,ENAN,Andoya Airport
NO,Nordland,BNN,ENBN,Bronnoysund Airport
NO,Nordland,BOO,ENBO,Bodo Airport
NO,Nordland,EVE,ENEV,Harstad/Narvik Airport
NO,Nordland,LKN,ENLK,Leknes Airport
NO,Nordland,MJF,ENMS,Mosjoen Airport
NO,Nordland,MQN,ENRA,Mo i Rana Airport
NO,Nordland,NVK,ENNK,Narvik Airport
NO,Nordland,RET,ENRS,Rost Airport
NO,Nordland,SKN,ENSK,Stokmarknes Airport
NO,Nordland,SSJ,ENST,Sandnessjoen Airport
NO,Nordland,SVJ,ENSH,Svolvaer Airport
NO,Nordland,VRY,,Vaeroy Heliport
NO,Oppland,VDB,ENFG,Fagernes Airport
NO,Ostfold,RYG,ENRY,Moss Airport
NO,Rogaland,HAU,ENHD,Haugesund Airport
NO,Rogaland,SVG,ENZV,Stavanger Airport
NO,Sogn og Fjordane,FDE,ENBL,Forde Airport
NO,Sogn og Fjordane,FRO,ENFL,Floro Airport
NO,Sogn og Fjordane,SDN,ENSD,Sandane Airport
NO,Sogn og Fjordane,SOG,ENSG,Sogndal Airport
NO,Sor-Trondelag,OLA,ENOL,Orland Airport
NO,Sor-Trondelag,OSY,ENNM,Namsos Airport
NO,Sor-Trondelag,RRS,ENRO,Roros Airport
NO,Sor-Trondelag,RVK,ENRM,Rorvik Airport
NO,Telemark,NTB,ENNO,Notodden Airport
NO,Telemark,SKE,ENSN,Skien Airport
NO,Troms,BDU,ENDU,Bardufoss Airport
NO,Troms,SOJ,ENSR,Sorkjosen Airport
NO,Troms,TOS,ENTC,Tromse Airport
NO,Vest-Agder,KRS,ENCN,Kristiansand Airport
NO,Vestfold,TRF,ENTO,Sandefjord Airport
NP,Bagmati,KTM,VNKT,Tribhuvan International Airport
NP,Bagmati,LTG,VNLT,Langtang Airport
NP,Bheri,BJU,VNBR,Bajura Airport
NP,Bheri,KEP,VNNG,Nepalgunj Airport
NP,Bheri,SKH,VNSK,Surkhet Airport
NP,Dhawalagiri,BGL,VNBL,Balewa Airport
NP,Dhawalagiri,JMO,VNJS,Jomsom Airport
NP,Gandaki,NGX,VNMA,Manang Airport
NP,Gandaki,PKR,VNPK,Pokhara Airport
NP,Janakpur,JKR,VNJP,Janakpur Airport
NP,Janakpur,RHP,VNRC,Ramechhap Airport
NP,Karnali,DOP,VNDP,Dolpa Airport
NP,Karnali,IMK,VNST,Simikot Airport
NP,Karnali,JUM,VNJL,Jumla Airport
NP,Kosi,BHP,VNBJ,Bhojpur Airport
NP,Kosi,BIR,VNVT,Biratnagar Airport
NP,Kosi,RJB,VNRB,Rajbiraj Airport
NP,Kosi,TMI,VNTR,Tumlingtar Airport
NP,Lumbini,BWA,VNBW,Gautam Buddha Airport
NP,Mahakali,SIH,VNDT,Silgadhi Airport
NP,Mahakali,XMG,VNMN,Mahendranagar Airport
NP,Mechi,BDP,VNCG,Bhadrapur Airport (Chandragadhi Airport)
NP,Mechi,TPJ,VNTJ,Taplejung Airport
NP,Narayani,BHR,VNBP,Bharatpur Airport
NP,Narayani,GKH,VNGK,Palungtar Airport
NP,Narayani,MEY,VNMG,Meghauli Airport
NP,Narayani,SIF,VNSI,Simara Airport
NP,Rapti,DNP,VNDG,Tribhuvannagar Airport (Dang Airport)
NP,Rapti,RPA,VNRP,Rolpa Airport
NP,Rapti,RUK,VNRK,Chaurjahari Airport
NP,Sagarmatha,JIR,VNJI,Jiri Airport
NP,Sagarmatha,LDN,VNLD,Lamidanda Airport
NP,Sagarmatha,LUA,VNLK,Tenzing-Hillary Airport
NP,Sagarmatha,PPL,VNPL,Phaplu Airport
NP,Sagarmatha,RUM,VNRT,Rumjatar Airport
NP,Sagarmatha,SYH,VNSB,Syangboche Airport
NP,Seti,BIT,VNBT,Baitadi Airport
NP,Seti,BJH,VNBG,Bajhang Airport
NP,Seti,DAP,VNDL,Darchula Airport
NP,Seti,DHI,VNDH,Dhangadhi Airport
NP,Seti,FEB,VNSR,Sanfebagar Airport
NP,Seti,TPU,VNTP,Tikapur Airport
NR,Yaren,INU,ANYN,Nauru International Airport
NU,Niue,IUE,NIUE,Niue International Airport (Hanan Int'l)
NZ,Auckland,AKL,NZAA,Auckland Airport
NZ,Auckland,AMZ,NZAR,Ardmore Airport
NZ,Auckland,CMV,NZCX,Coromandel Aerodrome
NZ,Auckland,GBZ,NZGB,Great Barrier Aerodrome
NZ,Auckland,WIK,NZKE,Waiheke Island Aerodrome
NZ,Bay of Plenty,ROT,NZRO,Rotorua Regional Airport
NZ,Bay of Plenty,TRG,NZTG,Tauranga Airport
NZ,Bay of Plenty,WHK,NZWK,Whakatane Airport
NZ,Canterbury,ASG,NZAS,Ashburton Aerodrome
NZ,Canterbury,CHC,NZCH,Christchurch International Airport
NZ,Canterbury,,NZFF,Forest Field Aerodrome
NZ,Canterbury,GTN,NZGT,Glentanner Aerodrome
NZ,Canterbury,KBZ,NZKI,Kaikoura Aerodrome
NZ,Canterbury,TIU,NZTU,Richard Pearse Airport
NZ,Canterbury,TWZ,NZUK,Pukaki Airport
NZ,Chatham Islands Territory,CHT,NZCI,Chatham Islands / Tuuta Airport
NZ,Canterbury,,NZRT,Rangiora Airfield WMS
NZ,Gisborne,GIS,NZGS,Gisborne Airport
NZ,Hawke's Bay,NPE,NZNR,Hawke's Bay Airport
NZ,Hawke's Bay,WIR,NZWO,Wairoa Aerodrome
NZ,Manawatu-Wanganui,OHA,NZOH,RNZAF Base Ohakea
NZ,Manawatu-Wanganui,PMR,NZPM,Palmerston North Airport
NZ,Manawatu-Wanganui,WAG,NZWU,Whanganui Airport
NZ,Marlborough,BHE,NZWB,Woodbourne Airport
NZ,Marlborough,PCN,NZPN,Picton Aerodrome
NZ,Nelson,NSN,NZNS,Nelson Airport
NZ,Northland,DGR,NZDA,Dargaville Aerodrome
NZ,Northland,KAT,NZKT,Kaitaia Airport
NZ,Northland,KKE,NZKK,Kerikeri Airport (Bay of Islands Airport)
NZ,Northland,KKO,NZKO,Kaikohe Aerodrome
NZ,Northland,WRE,NZWR,Whangarei Airport
NZ,Otago,ALR,NZLX,Alexandra Aerodrome
NZ,Otago,DUD,NZDN,Dunedin International Airport
NZ,Otago,OAM,NZOU,Oamaru Airport
NZ,Otago,WKA,NZWF,Wanaka Airport
NZ,Otago,ZQN,NZQN,Queenstown Airport
NZ,Southland,IVC,NZNV,Invercargill Airport
NZ,Southland,MFN,NZMF,Milford Sound Airport
NZ,Southland,MON,NZMC,Mount Cook Aerodrome
NZ,Southland,SZS,NZRC,Ryan's Creek Aerodrome
NZ,Southland,TEU,NZMO,Te Anau Airport (Manapouri Airport)
NZ,Southland,WHO,,Franz Josef Glacier Aerodrome
NZ,Taranaki,NPL,NZNP,New Plymouth Airport
NZ,Tasman,KTF,NZTK,Takaka Aerodrome
NZ,Tasman,MZP,NZMK,Motueka Aerodrome
NZ,Waikato,HLZ,NZHN,Hamilton Airport
NZ,Waikato,MTA,NZMA,Matamata Airport
NZ,Waikato,RAG,NZRA,Raglan Aerodrome
NZ,Waikato,THH,,Taharoa Aerodrome
NZ,Waikato,TKZ,NZTO,Tokoroa Aerodrome
NZ,Waikato,TMZ,NZTH,Thames Aerodrome
NZ,Waikato,TUO,NZAP,Taupo Airport
NZ,Waikato,WTZ,NZWT,Whitianga Aerodrome
NZ,Wellington,MRO,NZMS,Hood Aerodrome
NZ,Wellington,PPQ,NZPP,Kapiti Coast Airport
NZ,Wellington,WLG,NZWN,Wellington International Airport
NZ,West Coast,GMN,NZGM,Greymouth Airport
NZ,West Coast,HKK,NZHK,Hokitika Airport
NZ,West Coast,WSZ,NZWS,Westport Airport
OM,Ad Dakhiliyah,AOM,,Adam Airport
OM,Ad Dakhiliyah,MCT,OOMS,Muscat International Airport
OM,Ad Dakhiliyah,RNM,OOGB,Qarn Alam Airport
OM,Al Buraymi,RMB,OOBR,Buraimi Airport
OM,Al Wusta,BJQ,,Bahja Airport
OM,Al Wusta,DQM,,Duqm International Airport
OM,Al Wusta,JNJ,,Duqm Jaaluni Airport
OM,Al Wusta,UKH,,Mukhaizna Airport
OM,Az Zahirah,FAU,OOFD,Fahud Airport
OM,Az Zahirah,LKW,OOLK,Lekhwair Airport
OM,Janub al Batinah,OHS,OOSH,Sohar Airport
OM,Janub ash Sharqiyah,NMN,AYNO,Nomane Airport
OM,Musandam,BYB,,Dibba Airport
OM,Musandam,KHS,OOKB,Khasab Airport
OM,Shamal al Batinah,MNH,OORQ,Al-Musannah Airport
OM,Shamal ash Sharqiyah,MSH,OOMA,Masirah Air Base
OM,Shamal ash Sharqiyah,SUH,OOSR,Sur Airport
OM,Zufar,KMN,FZSB,Kamina Airport (Kamina Ville Airport)
OM,Zufar,LRM,MDLR,La Romana International Airport (Casa de Campo International Airport)
OM,Zufar,OMM,OOMX,Marmul Airport
OM,Zufar,SLL,OOSA,Salalah International Airport
OM,Zufar,TTH,OOTH,RAFO Thumrait
PA,Bocas del Toro,BOC,MPBO,Bocas del Toro Isla Colon International Airport
PA,Bocas del Toro,CHX,MPCH,Changuinola Capitan Manuel Nino International Airport
